Component,Sub-component,Variable,Measure,Country,ISO Code,Year,val
Context,Health ,"Life expectancy at birth, total",Years,Rwanda,RWA,2004,55.52
Context,Health ,"Life expectancy at birth, total",Years,Saint Kitts and Nevis,KNA,2004,70.92
Context,Health ,"Life expectancy at birth, total",Years,Saint Lucia,LCA,2004,72.453
Context,Health ,"Life expectancy at birth, total",Years,Saint Vincent and The Grenadines,VCT,2004,70.445
Context,Health ,"Life expectancy at birth, total",Years,Samoa,WSM,2004,71.508
Context,Health ,"Life expectancy at birth, total",Years,Seychelles,SYC,2004,72.6609756097561
Context,Health ,"Life expectancy at birth, total",Years,Sierra Leone,SLE,2004,47.485
Context,Health ,"Life expectancy at birth, total",Years,Singapore,SGP,2004,79.49024390243902
Context,Health ,"Life expectancy at birth, total",Years,Solomon Islands,SLB,2004,67.628
Context,Health ,"Life expectancy at birth, total",Years,South Africa,ZAF,2004,53.963
Context,Health ,"Life expectancy at birth, total",Years,Sri Lanka,LKA,2004,68.022
Context,Health ,"Life expectancy at birth, total",Years,Togo,TGO,2004,55.594
Context,Health ,"Life expectancy at birth, total",Years,Tonga,TON,2004,70.433
Context,Health ,"Life expectancy at birth, total",Years,Trinidad and Tobago,TTO,2004,69.879
Context,Health ,"Life expectancy at birth, total",Years,Tuvalu,TUV,2004,63.989
Context,Health ,"Life expectancy at birth, total",Years,Uganda,UGA,2004,53.699
Context,Health ,"Life expectancy at birth, total",Years,United Kingdom,GBR,2004,78.74634146341464
Context,Health ,"Life expectancy at birth, total",Years,United Republic of Tanzania,TZA,2004,56.836
Context,Health ,"Life expectancy at birth, total",Years,Vanuatu,VUT,2004,68.985
Context,Health ,"Life expectancy at birth, total",Years,Zambia,ZMB,2004,50.54
Context,Health ,"Life expectancy at birth, total",Years,Antigua and Barbuda,ATG,2005,75.364
Context,Health ,"Life expectancy at birth, total",Years,Australia,AUS,2005,80.84146341463415
Context,Health ,"Life expectancy at birth, total",Years,Bahamas,BHS,2005,73.413
Context,Health ,"Life expectancy at birth, total",Years,Bangladesh,BGD,2005,65.509
Context,Health ,"Life expectancy at birth, total",Years,Barbados,BRB,2005,74.96
Context,Health ,"Life expectancy at birth, total",Years,Belize,BLZ,2005,70.335
Context,Health ,"Life expectancy at birth, total",Years,Botswana,BWA,2005,54.386
Context,Health ,"Life expectancy at birth, total",Years,Brunei Darussalam,BRN,2005,74.683
Context,Health ,"Life expectancy at birth, total",Years,Cameroon,CMR,2005,54.904
Context,Health ,"Life expectancy at birth, total",Years,Canada,CAN,2005,80.11268292682928
Context,Health ,"Life expectancy at birth, total",Years,Cyprus,CYP,2005,79.198
Context,Health ,"Life expectancy at birth, total",Years,Dominica,DMA,2005,72.016
Context,Health ,"Life expectancy at birth, total",Years,Eswatini,SWZ,2005,43.958
Context,Health ,"Life expectancy at birth, total",Years,Fiji,FJI,2005,65.983
Context,Health ,"Life expectancy at birth, total",Years,Gambia,GMB,2005,62.978
Context,Health ,"Life expectancy at birth, total",Years,Gabon,GAB,2005,59.11
Context,Health ,"Life expectancy at birth, total",Years,Ghana,GHA,2005,59.638
Context,Health ,"Life expectancy at birth, total",Years,Grenada,GRD,2005,73.7
Context,Health ,"Life expectancy at birth, total",Years,Guyana,GUY,2005,64.392
Context,Health ,"Life expectancy at birth, total",Years,India,IND,2005,64.939
Context,Health ,"Life expectancy at birth, total",Years,Jamaica,JAM,2005,71.493
Context,Health ,"Life expectancy at birth, total",Years,Kenya,KEN,2005,58.51
Context,Health ,"Life expectancy at birth, total",Years,Kiribati,KIR,2005,65.517
Context,Health ,"Life expectancy at birth, total",Years,Lesotho,LSO,2005,43.611
Context,Health ,"Life expectancy at birth, total",Years,Malawi,MWI,2005,52.469
Context,Health ,"Life expectancy at birth, total",Years,Malaysia,MYS,2005,74.37
Context,Health ,"Life expectancy at birth, total",Years,Maldives,MDV,2005,74.785
Context,Health ,"Life expectancy at birth, total",Years,Malta,MLT,2005,79.30000000000001
Context,Health ,"Life expectancy at birth, total",Years,Mauritius,MUS,2005,72.43219512195122
Context,Health ,"Life expectancy at birth, total",Years,Mozambique,MOZ,2005,52.322
Context,Health ,"Life expectancy at birth, total",Years,Namibia,NAM,2005,52.557
Context,Health ,"Life expectancy at birth, total",Years,Nauru,NRU,2005,59.361
Context,Health ,"Life expectancy at birth, total",Years,New Zealand,NZL,2005,79.85121951219514
Context,Health ,"Life expectancy at birth, total",Years,Nigeria,NGA,2005,49.538
Context,Health ,"Life expectancy at birth, total",Years,Pakistan,PAK,2005,62.416
Context,Health ,"Life expectancy at birth, total",Years,Papua New Guinea,PNG,2005,61.868
Context,Health ,"Life expectancy at birth, total",Years,Rwanda,RWA,2005,56.968
Context,Health ,"Life expectancy at birth, total",Years,Saint Kitts and Nevis,KNA,2005,71.151
Context,Health ,"Life expectancy at birth, total",Years,Saint Lucia,LCA,2005,72.544
Context,Health ,"Life expectancy at birth, total",Years,Saint Vincent and The Grenadines,VCT,2005,70.454
Context,Health ,"Life expectancy at birth, total",Years,Samoa,WSM,2005,71.487
Context,Health ,"Life expectancy at birth, total",Years,Seychelles,SYC,2005,72.13170731707318
Context,Health ,"Life expectancy at birth, total",Years,Sierra Leone,SLE,2005,48.306
Context,Health ,"Life expectancy at birth, total",Years,Singapore,SGP,2005,79.99024390243903
Context,Health ,"Life expectancy at birth, total",Years,Solomon Islands,SLB,2005,67.79
Context,Health ,"Life expectancy at birth, total",Years,South Africa,ZAF,2005,53.914
Context,Health ,"Life expectancy at birth, total",Years,Sri Lanka,LKA,2005,73.073
Context,Health ,"Life expectancy at birth, total",Years,Togo,TGO,2005,55.916
Context,Health ,"Life expectancy at birth, total",Years,Tonga,TON,2005,70.56
Context,Health ,"Life expectancy at birth, total",Years,Trinidad and Tobago,TTO,2005,70.185
Context,Health ,"Life expectancy at birth, total",Years,Tuvalu,TUV,2005,64.096
Context,Health ,"Life expectancy at birth, total",Years,Uganda,UGA,2005,54.926
Context,Health ,"Life expectancy at birth, total",Years,United Kingdom,GBR,2005,79.04878048780489
Context,Health ,"Life expectancy at birth, total",Years,United Republic of Tanzania,TZA,2005,57.675
Context,Health ,"Life expectancy at birth, total",Years,Vanuatu,VUT,2005,69.166
Context,Health ,"Life expectancy at birth, total",Years,Zambia,ZMB,2005,51.615
Context,Health ,"Life expectancy at birth, total",Years,Antigua and Barbuda,ATG,2006,75.506
Context,Health ,"Life expectancy at birth, total",Years,Australia,AUS,2006,81.04146341463415
Context,Health ,"Life expectancy at birth, total",Years,Bahamas,BHS,2006,73.456
Context,Health ,"Life expectancy at birth, total",Years,Bangladesh,BGD,2006,66.048
Context,Health ,"Life expectancy at birth, total",Years,Barbados,BRB,2006,75.049
Context,Health ,"Life expectancy at birth, total",Years,Belize,BLZ,2006,70.535
Context,Health ,"Life expectancy at birth, total",Years,Botswana,BWA,2006,55.112
Context,Health ,"Life expectancy at birth, total",Years,Brunei Darussalam,BRN,2006,74.753
Context,Health ,"Life expectancy at birth, total",Years,Cameroon,CMR,2006,55.301
Context,Health ,"Life expectancy at birth, total",Years,Canada,CAN,2006,80.54365853658538
Context,Health ,"Life expectancy at birth, total",Years,Cyprus,CYP,2006,79.456
Context,Health ,"Life expectancy at birth, total",Years,Dominica,DMA,2006,72.007
Context,Health ,"Life expectancy at birth, total",Years,Eswatini,SWZ,2006,44.563
Context,Health ,"Life expectancy at birth, total",Years,Fiji,FJI,2006,66.126
Context,Health ,"Life expectancy at birth, total",Years,Gambia,GMB,2006,63.259
Context,Health ,"Life expectancy at birth, total",Years,Gabon,GAB,2006,59.667
Context,Health ,"Life expectancy at birth, total",Years,Ghana,GHA,2006,59.975
Context,Health ,"Life expectancy at birth, total",Years,Grenada,GRD,2006,73.93
Context,Health ,"Life expectancy at birth, total",Years,Guyana,GUY,2006,64.848
Context,Health ,"Life expectancy at birth, total",Years,India,IND,2006,65.373
Context,Health ,"Life expectancy at birth, total",Years,Jamaica,JAM,2006,71.395
Context,Health ,"Life expectancy at birth, total",Years,Kenya,KEN,2006,59.059
Context,Health ,"Life expectancy at birth, total",Years,Kiribati,KIR,2006,65.601
Context,Health ,"Life expectancy at birth, total",Years,Lesotho,LSO,2006,43.182
Context,Health ,"Life expectancy at birth, total",Years,Malawi,MWI,2006,53.652
Context,Health ,"Life expectancy at birth, total",Years,Malaysia,MYS,2006,74.697
Context,Health ,"Life expectancy at birth, total",Years,Maldives,MDV,2006,75.256
Context,Health ,"Life expectancy at birth, total",Years,Malta,MLT,2006,79.43902439024392
Context,Health ,"Life expectancy at birth, total",Years,Mauritius,MUS,2006,72.43219512195122
Context,Health ,"Life expectancy at birth, total",Years,Mozambique,MOZ,2006,52.748
Context,Health ,"Life expectancy at birth, total",Years,Namibia,NAM,2006,53.183
Context,Health ,"Life expectancy at birth, total",Years,Nauru,NRU,2006,59.409
Context,Health ,"Life expectancy at birth, total",Years,New Zealand,NZL,2006,80.04878048780489
Context,Health ,"Life expectancy at birth, total",Years,Nigeria,NGA,2006,49.876
Context,Health ,"Life expectancy at birth, total",Years,Pakistan,PAK,2006,63.624
Context,Health ,"Life expectancy at birth, total",Years,Papua New Guinea,PNG,2006,62.018
Context,Health ,"Life expectancy at birth, total",Years,Rwanda,RWA,2006,58.342
Context,Health ,"Life expectancy at birth, total",Years,Saint Kitts and Nevis,KNA,2006,71.356
Context,Health ,"Life expectancy at birth, total",Years,Saint Lucia,LCA,2006,72.794
Context,Health ,"Life expectancy at birth, total",Years,Saint Vincent and The Grenadines,VCT,2006,70.434
Context,Health ,"Life expectancy at birth, total",Years,Samoa,WSM,2006,71.62
Context,Health ,"Life expectancy at birth, total",Years,Seychelles,SYC,2006,72.21707317073172
Context,Health ,"Life expectancy at birth, total",Years,Sierra Leone,SLE,2006,49.547
Context,Health ,"Life expectancy at birth, total",Years,Singapore,SGP,2006,80.14146341463415
Context,Health ,"Life expectancy at birth, total",Years,Solomon Islands,SLB,2006,67.968
Context,Health ,"Life expectancy at birth, total",Years,South Africa,ZAF,2006,54.22
Context,Health ,"Life expectancy at birth, total",Years,Sri Lanka,LKA,2006,72.825
Context,Health ,"Life expectancy at birth, total",Years,Togo,TGO,2006,56.142
Context,Health ,"Life expectancy at birth, total",Years,Tonga,TON,2006,70.71
Context,Health ,"Life expectancy at birth, total",Years,Trinidad and Tobago,TTO,2006,70.437
Context,Health ,"Life expectancy at birth, total",Years,Tuvalu,TUV,2006,64.247
Context,Health ,"Life expectancy at birth, total",Years,Uganda,UGA,2006,56.118
Context,Health ,"Life expectancy at birth, total",Years,United Kingdom,GBR,2006,79.2487804878049
Context,Health ,"Life expectancy at birth, total",Years,United Republic of Tanzania,TZA,2006,58.512
Context,Health ,"Life expectancy at birth, total",Years,Vanuatu,VUT,2006,69.126
Context,Health ,"Life expectancy at birth, total",Years,Zambia,ZMB,2006,52.693
Context,Health ,"Life expectancy at birth, total",Years,Antigua and Barbuda,ATG,2007,75.72
Context,Health ,"Life expectancy at birth, total",Years,Australia,AUS,2007,81.29268292682927
Context,Health ,"Life expectancy at birth, total",Years,Bahamas,BHS,2007,73.463
Context,Health ,"Life expectancy at birth, total",Years,Bangladesh,BGD,2007,66.458
Context,Health ,"Life expectancy at birth, total",Years,Barbados,BRB,2007,75.263
Context,Health ,"Life expectancy at birth, total",Years,Belize,BLZ,2007,70.652
Context,Health ,"Life expectancy at birth, total",Years,Botswana,BWA,2007,56.735
Context,Health ,"Life expectancy at birth, total",Years,Brunei Darussalam,BRN,2007,74.793
Context,Health ,"Life expectancy at birth, total",Years,Cameroon,CMR,2007,55.71
Context,Health ,"Life expectancy at birth, total",Years,Canada,CAN,2007,80.54365853658538
Context,Health ,"Life expectancy at birth, total",Years,Cyprus,CYP,2007,79.798
Context,Health ,"Life expectancy at birth, total",Years,Dominica,DMA,2007,71.901
Context,Health ,"Life expectancy at birth, total",Years,Eswatini,SWZ,2007,45.16
Context,Health ,"Life expectancy at birth, total",Years,Fiji,FJI,2007,66.161
Context,Health ,"Life expectancy at birth, total",Years,Gambia,GMB,2007,63.619
Context,Health ,"Life expectancy at birth, total",Years,Gabon,GAB,2007,60.001
Context,Health ,"Life expectancy at birth, total",Years,Ghana,GHA,2007,60.282
Context,Health ,"Life expectancy at birth, total",Years,Grenada,GRD,2007,74.159
Context,Health ,"Life expectancy at birth, total",Years,Guyana,GUY,2007,65.462
Context,Health ,"Life expectancy at birth, total",Years,India,IND,2007,65.803
Context,Health ,"Life expectancy at birth, total",Years,Jamaica,JAM,2007,71.405
Context,Health ,"Life expectancy at birth, total",Years,Kenya,KEN,2007,59.407
Context,Health ,"Life expectancy at birth, total",Years,Kiribati,KIR,2007,65.677
Context,Health ,"Life expectancy at birth, total",Years,Lesotho,LSO,2007,43.66
Context,Health ,"Life expectancy at birth, total",Years,Malawi,MWI,2007,54.687
Context,Health ,"Life expectancy at birth, total",Years,Malaysia,MYS,2007,74.961
Context,Health ,"Life expectancy at birth, total",Years,Maldives,MDV,2007,75.711
Context,Health ,"Life expectancy at birth, total",Years,Malta,MLT,2007,79.79268292682927
Context,Health ,"Life expectancy at birth, total",Years,Mauritius,MUS,2007,72.57073170731708
Context,Health ,"Life expectancy at birth, total",Years,Mozambique,MOZ,2007,53.255
Context,Health ,"Life expectancy at birth, total",Years,Namibia,NAM,2007,54.026
Context,Health ,"Life expectancy at birth, total",Years,Nauru,NRU,2007,59.49
Context,Health ,"Life expectancy at birth, total",Years,New Zealand,NZL,2007,80.15121951219513
Context,Health ,"Life expectancy at birth, total",Years,Nigeria,NGA,2007,50.381
Context,Health ,"Life expectancy at birth, total",Years,Pakistan,PAK,2007,63.807
Context,Health ,"Life expectancy at birth, total",Years,Papua New Guinea,PNG,2007,62.211
Context,Health ,"Life expectancy at birth, total",Years,Rwanda,RWA,2007,59.504
Context,Health ,"Life expectancy at birth, total",Years,Saint Kitts and Nevis,KNA,2007,71.437
Context,Health ,"Life expectancy at birth, total",Years,Saint Lucia,LCA,2007,72.86
Context,Health ,"Life expectancy at birth, total",Years,Saint Vincent and The Grenadines,VCT,2007,70.446
Context,Health ,"Life expectancy at birth, total",Years,Samoa,WSM,2007,71.605
Context,Health ,"Life expectancy at birth, total",Years,Seychelles,SYC,2007,73.14390243902439
Context,Health ,"Life expectancy at birth, total",Years,Sierra Leone,SLE,2007,50.024
Context,Health ,"Life expectancy at birth, total",Years,Singapore,SGP,2007,80.44146341463416
Context,Health ,"Life expectancy at birth, total",Years,Solomon Islands,SLB,2007,67.845
Context,Health ,"Life expectancy at birth, total",Years,South Africa,ZAF,2007,54.948
Context,Health ,"Life expectancy at birth, total",Years,Sri Lanka,LKA,2007,72.983
Context,Health ,"Life expectancy at birth, total",Years,Togo,TGO,2007,56.382
Context,Health ,"Life expectancy at birth, total",Years,Tonga,TON,2007,70.887
Context,Health ,"Life expectancy at birth, total",Years,Trinidad and Tobago,TTO,2007,70.797
Context,Health ,"Life expectancy at birth, total",Years,Tuvalu,TUV,2007,64.402
Context,Health ,"Life expectancy at birth, total",Years,Uganda,UGA,2007,57.248
Context,Health ,"Life expectancy at birth, total",Years,United Kingdom,GBR,2007,79.44878048780488
Context,Health ,"Life expectancy at birth, total",Years,United Republic of Tanzania,TZA,2007,59.26
Context,Health ,"Life expectancy at birth, total",Years,Vanuatu,VUT,2007,69.144
Context,Health ,"Life expectancy at birth, total",Years,Zambia,ZMB,2007,53.73
Context,Health ,"Life expectancy at birth, total",Years,Antigua and Barbuda,ATG,2008,76.075
Context,Health ,"Life expectancy at birth, total",Years,Australia,AUS,2008,81.39512195121952
Context,Health ,"Life expectancy at birth, total",Years,Bahamas,BHS,2008,73.445
Context,Health ,"Life expectancy at birth, total",Years,Bangladesh,BGD,2008,67.047
Context,Health ,"Life expectancy at birth, total",Years,Barbados,BRB,2008,75.3
Context,Health ,"Life expectancy at birth, total",Years,Belize,BLZ,2008,70.665
Context,Health ,"Life expectancy at birth, total",Years,Botswana,BWA,2008,57.661
Context,Health ,"Life expectancy at birth, total",Years,Brunei Darussalam,BRN,2008,74.814
Context,Health ,"Life expectancy at birth, total",Years,Cameroon,CMR,2008,56.116
Context,Health ,"Life expectancy at birth, total",Years,Canada,CAN,2008,80.72463414634147
Context,Health ,"Life expectancy at birth, total",Years,Cyprus,CYP,2008,79.906
Context,Health ,"Life expectancy at birth, total",Years,Dominica,DMA,2008,71.945
Context,Health ,"Life expectancy at birth, total",Years,Eswatini,SWZ,2008,45.853
Context,Health ,"Life expectancy at birth, total",Years,Fiji,FJI,2008,66.32
Context,Health ,"Life expectancy at birth, total",Years,Gambia,GMB,2008,64.011
Context,Health ,"Life expectancy at birth, total",Years,Gabon,GAB,2008,60.473
Context,Health ,"Life expectancy at birth, total",Years,Ghana,GHA,2008,60.578
Context,Health ,"Life expectancy at birth, total",Years,Grenada,GRD,2008,74.374
Context,Health ,"Life expectancy at birth, total",Years,Guyana,GUY,2008,65.721
Context,Health ,"Life expectancy at birth, total",Years,India,IND,2008,66.247
Context,Health ,"Life expectancy at birth, total",Years,Jamaica,JAM,2008,71.502
Context,Health ,"Life expectancy at birth, total",Years,Kenya,KEN,2008,59.955
Context,Health ,"Life expectancy at birth, total",Years,Kiribati,KIR,2008,65.746
Context,Health ,"Life expectancy at birth, total",Years,Lesotho,LSO,2008,44.304
Context,Health ,"Life expectancy at birth, total",Years,Malawi,MWI,2008,55.715
Context,Health ,"Life expectancy at birth, total",Years,Malaysia,MYS,2008,75.151
Context,Health ,"Life expectancy at birth, total",Years,Maldives,MDV,2008,75.999
Context,Health ,"Life expectancy at birth, total",Years,Malta,MLT,2008,79.63658536585366
Context,Health ,"Life expectancy at birth, total",Years,Mauritius,MUS,2008,72.57073170731708
Context,Health ,"Life expectancy at birth, total",Years,Mozambique,MOZ,2008,53.799
Context,Health ,"Life expectancy at birth, total",Years,Namibia,NAM,2008,54.74
Context,Health ,"Life expectancy at birth, total",Years,Nauru,NRU,2008,59.675
Context,Health ,"Life expectancy at birth, total",Years,New Zealand,NZL,2008,80.35121951219514
Context,Health ,"Life expectancy at birth, total",Years,Nigeria,NGA,2008,50.748
Context,Health ,"Life expectancy at birth, total",Years,Pakistan,PAK,2008,64.002
Context,Health ,"Life expectancy at birth, total",Years,Papua New Guinea,PNG,2008,62.511
Context,Health ,"Life expectancy at birth, total",Years,Rwanda,RWA,2008,60.641
Context,Health ,"Life expectancy at birth, total",Years,Saint Kitts and Nevis,KNA,2008,71.479
Context,Health ,"Life expectancy at birth, total",Years,Saint Lucia,LCA,2008,72.963
Context,Health ,"Life expectancy at birth, total",Years,Saint Vincent and The Grenadines,VCT,2008,70.611
Context,Health ,"Life expectancy at birth, total",Years,Samoa,WSM,2008,71.531
Context,Health ,"Life expectancy at birth, total",Years,Seychelles,SYC,2008,73.16341463414635
Context,Health ,"Life expectancy at birth, total",Years,Sierra Leone,SLE,2008,50.693
Context,Health ,"Life expectancy at birth, total",Years,Singapore,SGP,2008,80.79024390243903
Context,Health ,"Life expectancy at birth, total",Years,Solomon Islands,SLB,2008,68.336
Context,Health ,"Life expectancy at birth, total",Years,South Africa,ZAF,2008,55.982
Context,Health ,"Life expectancy at birth, total",Years,Sri Lanka,LKA,2008,72.556
Context,Health ,"Life expectancy at birth, total",Years,Togo,TGO,2008,56.651
Context,Health ,"Life expectancy at birth, total",Years,Tonga,TON,2008,71.041
Context,Health ,"Life expectancy at birth, total",Years,Trinidad and Tobago,TTO,2008,71.117
Context,Health ,"Life expectancy at birth, total",Years,Tuvalu,TUV,2008,64.516
Context,Health ,"Life expectancy at birth, total",Years,Uganda,UGA,2008,58.253
Context,Health ,"Life expectancy at birth, total",Years,United Kingdom,GBR,2008,79.60000000000001
Context,Health ,"Life expectancy at birth, total",Years,United Republic of Tanzania,TZA,2008,59.896
Context,Health ,"Life expectancy at birth, total",Years,Vanuatu,VUT,2008,69.302
Context,Health ,"Life expectancy at birth, total",Years,Zambia,ZMB,2008,54.835
Context,Health ,"Life expectancy at birth, total",Years,Antigua and Barbuda,ATG,2009,76.386
Context,Health ,"Life expectancy at birth, total",Years,Australia,AUS,2009,81.54390243902441
Context,Health ,"Life expectancy at birth, total",Years,Bahamas,BHS,2009,73.455
Context,Health ,"Life expectancy at birth, total",Years,Bangladesh,BGD,2009,67.527
Context,Health ,"Life expectancy at birth, total",Years,Barbados,BRB,2009,75.458
Context,Health ,"Life expectancy at birth, total",Years,Belize,BLZ,2009,70.806
Context,Health ,"Life expectancy at birth, total",Years,Botswana,BWA,2009,58.297
Context,Health ,"Life expectancy at birth, total",Years,Brunei Darussalam,BRN,2009,74.814
Context,Health ,"Life expectancy at birth, total",Years,Cameroon,CMR,2009,56.486
Context,Health ,"Life expectancy at birth, total",Years,Canada,CAN,2009,81.0660975609756
Context,Health ,"Life expectancy at birth, total",Years,Cyprus,CYP,2009,80.375
Context,Health ,"Life expectancy at birth, total",Years,Dominica,DMA,2009,71.835
Context,Health ,"Life expectancy at birth, total",Years,Eswatini,SWZ,2009,46.913
Context,Health ,"Life expectancy at birth, total",Years,Fiji,FJI,2009,66.347
Context,Health ,"Life expectancy at birth, total",Years,Gambia,GMB,2009,64.361
Context,Health ,"Life expectancy at birth, total",Years,Gabon,GAB,2009,60.735
Context,Health ,"Life expectancy at birth, total",Years,Ghana,GHA,2009,60.928
Context,Health ,"Life expectancy at birth, total",Years,Grenada,GRD,2009,74.567
Context,Health ,"Life expectancy at birth, total",Years,Guyana,GUY,2009,66.03
Context,Health ,"Life expectancy at birth, total",Years,India,IND,2009,66.7
Context,Health ,"Life expectancy at birth, total",Years,Jamaica,JAM,2009,71.717
Context,Health ,"Life expectancy at birth, total",Years,Kenya,KEN,2009,60.483
Context,Health ,"Life expectancy at birth, total",Years,Kiribati,KIR,2009,65.808
Context,Health ,"Life expectancy at birth, total",Years,Lesotho,LSO,2009,45.055
Context,Health ,"Life expectancy at birth, total",Years,Malawi,MWI,2009,56.714
Context,Health ,"Life expectancy at birth, total",Years,Malaysia,MYS,2009,75.269
Context,Health ,"Life expectancy at birth, total",Years,Maldives,MDV,2009,76.371
Context,Health ,"Life expectancy at birth, total",Years,Malta,MLT,2009,80.24146341463415
Context,Health ,"Life expectancy at birth, total",Years,Mauritius,MUS,2009,72.88243902439025
Context,Health ,"Life expectancy at birth, total",Years,Mozambique,MOZ,2009,54.4
Context,Health ,"Life expectancy at birth, total",Years,Namibia,NAM,2009,55.347
Context,Health ,"Life expectancy at birth, total",Years,Nauru,NRU,2009,59.852
Context,Health ,"Life expectancy at birth, total",Years,New Zealand,NZL,2009,80.70243902439024
Context,Health ,"Life expectancy at birth, total",Years,Nigeria,NGA,2009,51.08
Context,Health ,"Life expectancy at birth, total",Years,Pakistan,PAK,2009,64.206
Context,Health ,"Life expectancy at birth, total",Years,Papua New Guinea,PNG,2009,62.772
Context,Health ,"Life expectancy at birth, total",Years,Rwanda,RWA,2009,61.813
Context,Health ,"Life expectancy at birth, total",Years,Saint Kitts and Nevis,KNA,2009,71.488
Context,Health ,"Life expectancy at birth, total",Years,Saint Lucia,LCA,2009,72.946
Context,Health ,"Life expectancy at birth, total",Years,Saint Vincent and The Grenadines,VCT,2009,70.712
Context,Health ,"Life expectancy at birth, total",Years,Samoa,WSM,2009,69.486
Context,Health ,"Life expectancy at birth, total",Years,Seychelles,SYC,2009,73.0829268292683
Context,Health ,"Life expectancy at birth, total",Years,Sierra Leone,SLE,2009,51.312
Context,Health ,"Life expectancy at birth, total",Years,Singapore,SGP,2009,81.24146341463415
Context,Health ,"Life expectancy at birth, total",Years,Solomon Islands,SLB,2009,68.397
Context,Health ,"Life expectancy at birth, total",Years,South Africa,ZAF,2009,57.413
Context,Health ,"Life expectancy at birth, total",Years,Sri Lanka,LKA,2009,70.298
Context,Health ,"Life expectancy at birth, total",Years,Togo,TGO,2009,56.927
Context,Health ,"Life expectancy at birth, total",Years,Tonga,TON,2009,70.949
Context,Health ,"Life expectancy at birth, total",Years,Trinidad and Tobago,TTO,2009,71.404
Context,Health ,"Life expectancy at birth, total",Years,Tuvalu,TUV,2009,64.693
Context,Health ,"Life expectancy at birth, total",Years,Uganda,UGA,2009,59.157
Context,Health ,"Life expectancy at birth, total",Years,United Kingdom,GBR,2009,80.05121951219512
Context,Health ,"Life expectancy at birth, total",Years,United Republic of Tanzania,TZA,2009,60.494
Context,Health ,"Life expectancy at birth, total",Years,Vanuatu,VUT,2009,69.422
Context,Health ,"Life expectancy at birth, total",Years,Zambia,ZMB,2009,55.886
Context,Health ,"Life expectancy at birth, total",Years,Antigua and Barbuda,ATG,2010,76.701
Context,Health ,"Life expectancy at birth, total",Years,Australia,AUS,2010,81.69512195121953
Context,Health ,"Life expectancy at birth, total",Years,Bahamas,BHS,2010,73.449
Context,Health ,"Life expectancy at birth, total",Years,Bangladesh,BGD,2010,68.009
Context,Health ,"Life expectancy at birth, total",Years,Barbados,BRB,2010,75.488
Context,Health ,"Life expectancy at birth, total",Years,Belize,BLZ,2010,70.875
Context,Health ,"Life expectancy at birth, total",Years,Botswana,BWA,2010,59.137
Context,Health ,"Life expectancy at birth, total",Years,Brunei Darussalam,BRN,2010,74.82
Context,Health ,"Life expectancy at birth, total",Years,Cameroon,CMR,2010,56.965
Context,Health ,"Life expectancy at birth, total",Years,Canada,CAN,2010,81.32219512195122
Context,Health ,"Life expectancy at birth, total",Years,Cyprus,CYP,2010,80.632
Context,Health ,"Life expectancy at birth, total",Years,Dominica,DMA,2010,71.68
Context,Health ,"Life expectancy at birth, total",Years,Eswatini,SWZ,2010,48.331
Context,Health ,"Life expectancy at birth, total",Years,Fiji,FJI,2010,66.778
Context,Health ,"Life expectancy at birth, total",Years,Gambia,GMB,2010,64.715
Context,Health ,"Life expectancy at birth, total",Years,Gabon,GAB,2010,61.167
Context,Health ,"Life expectancy at birth, total",Years,Ghana,GHA,2010,61.297
Context,Health ,"Life expectancy at birth, total",Years,Grenada,GRD,2010,74.731
Context,Health ,"Life expectancy at birth, total",Years,Guyana,GUY,2010,66.204
Context,Health ,"Life expectancy at birth, total",Years,India,IND,2010,67.162
Context,Health ,"Life expectancy at birth, total",Years,Jamaica,JAM,2010,71.979
Context,Health ,"Life expectancy at birth, total",Years,Kenya,KEN,2010,60.915
Context,Health ,"Life expectancy at birth, total",Years,Kiribati,KIR,2010,65.859
Context,Health ,"Life expectancy at birth, total",Years,Lesotho,LSO,2010,46.045
Context,Health ,"Life expectancy at birth, total",Years,Malawi,MWI,2010,57.787
Context,Health ,"Life expectancy at birth, total",Years,Malaysia,MYS,2010,75.376
Context,Health ,"Life expectancy at birth, total",Years,Maldives,MDV,2010,76.756
Context,Health ,"Life expectancy at birth, total",Years,Malta,MLT,2010,81.39756097560976
Context,Health ,"Life expectancy at birth, total",Years,Mauritius,MUS,2010,72.96731707317073
Context,Health ,"Life expectancy at birth, total",Years,Mozambique,MOZ,2010,55.04
Context,Health ,"Life expectancy at birth, total",Years,Namibia,NAM,2010,56.093
Context,Health ,"Life expectancy at birth, total",Years,Nauru,NRU,2010,60.074
Context,Health ,"Life expectancy at birth, total",Years,New Zealand,NZL,2010,80.90487804878049
Context,Health ,"Life expectancy at birth, total",Years,Nigeria,NGA,2010,51.315
Context,Health ,"Life expectancy at birth, total",Years,Pakistan,PAK,2010,64.378
Context,Health ,"Life expectancy at birth, total",Years,Papua New Guinea,PNG,2010,63.056
Context,Health ,"Life expectancy at birth, total",Years,Rwanda,RWA,2010,62.804
Context,Health ,"Life expectancy at birth, total",Years,Saint Kitts and Nevis,KNA,2010,71.452
Context,Health ,"Life expectancy at birth, total",Years,Saint Lucia,LCA,2010,72.768
Context,Health ,"Life expectancy at birth, total",Years,Saint Vincent and The Grenadines,VCT,2010,70.66
Context,Health ,"Life expectancy at birth, total",Years,Samoa,WSM,2010,71.451
