,Component,Sub-component,Variable,Measure,Country,ISO Code,Year,Value
10359,Outputs,Personal healthcare services,Access to imaging services,Mean,Sri Lanka,LKA,,0.0020540292303019
10360,Outputs,Personal healthcare services,Access to imaging services,Mean,Cyprus,CYP,,0.0035663140007689
10361,Outputs,Personal healthcare services,Access to imaging services,Mean,Dominica,DMA,,0.232351135666053
10362,Outputs,Personal healthcare services,Access to imaging services,Mean,Fiji,FJI,,0.204871288693331
10363,Outputs,Personal healthcare services,Access to imaging services,Mean,Gabon,GAB,,0.220835976145196
10364,Outputs,Personal healthcare services,Access to imaging services,Mean,Gambia,GMB,,0.220431365832562
10365,Outputs,Personal healthcare services,Access to imaging services,Mean,Ghana,GHA,,0.212514539456565
10366,Outputs,Personal healthcare services,Access to imaging services,Mean,Kiribati,KIR,,0.2188013136289
10367,Outputs,Personal healthcare services,Access to imaging services,Mean,Grenada,GRD,,0.227483285577842
10368,Outputs,Personal healthcare services,Access to imaging services,Mean,Guyana,GUY,,0.201213429469567
10369,Outputs,Personal healthcare services,Access to imaging services,Mean,India,IND,,0.0021237280053991
10370,Outputs,Personal healthcare services,Access to imaging services,Mean,Jamaica,JAM,,0.215743730103649
10371,Outputs,Personal healthcare services,Access to imaging services,Mean,Kenya,KEN,,0.20976695217735
10372,Outputs,Personal healthcare services,Access to imaging services,Mean,Lesotho,LSO,,0.21968664931166
10373,Outputs,Personal healthcare services,Access to imaging services,Mean,Malawi,MWI,,0.213217966102152
10374,Outputs,Personal healthcare services,Access to imaging services,Mean,Malaysia,MYS,,0.0020499563696299
10375,Outputs,Personal healthcare services,Access to imaging services,Mean,Maldives,MDV,,
10376,Outputs,Personal healthcare services,Access to imaging services,Mean,Malta,MLT,,0.170617555596919
10377,Outputs,Personal healthcare services,Access to imaging services,Mean,Mauritius,MUS,,0.218419000314711
10378,Outputs,Personal healthcare services,Access to imaging services,Mean,Mozambique,MOZ,,0.214091288954783
10379,Outputs,Personal healthcare services,Access to imaging services,Mean,Namibia,NAM,,0.209425301890519
10380,Outputs,Personal healthcare services,Access to imaging services,Mean,Nauru,NRU,,0.230769230769231
10381,Outputs,Personal healthcare services,Access to imaging services,Mean,Vanuatu,VUT,,0.223279369547162
10382,Outputs,Personal healthcare services,Access to imaging services,Mean,New Zealand,NZL,,0.21222941468742
10383,Outputs,Personal healthcare services,Access to imaging services,Mean,Nigeria,NGA,,0.213364717546008
10384,Outputs,Personal healthcare services,Access to imaging services,Mean,Pakistan,PAK,,0.0020741736961117
10385,Outputs,Personal healthcare services,Access to imaging services,Mean,Papua New Guinea,PNG,,0.211798369380563
10386,Outputs,Personal healthcare services,Access to imaging services,Mean,Rwanda,RWA,,0.209740293313941
10387,Outputs,Personal healthcare services,Access to imaging services,Mean,Saint Kitts and Nevis,KNA,,0.222181069958848
10388,Outputs,Personal healthcare services,Access to imaging services,Mean,Saint Lucia,LCA,,
10389,Outputs,Personal healthcare services,Access to imaging services,Mean,Saint Vincent and the Grenadines,VCT,,0.183239700374532
10390,Outputs,Personal healthcare services,Access to imaging services,Mean,Seychelles,SYC,,0.197991187143598
10391,Outputs,Personal healthcare services,Access to imaging services,Mean,Sierra Leone,SLE,,0.21374861953229
10392,Outputs,Personal healthcare services,Access to imaging services,Mean,Singapore,SGP,,0.0021545292707263
10393,Outputs,Personal healthcare services,Access to imaging services,Mean,South Africa,ZAF,,0.213379694064287
10394,Outputs,Personal healthcare services,Access to imaging services,Mean,Eswatini,SWZ,,0.222199867326743
10395,Outputs,Personal healthcare services,Access to imaging services,Mean,Togo,TGO,,0.213968738774177
10396,Outputs,Personal healthcare services,Access to imaging services,Mean,Tonga,TON,,
10397,Outputs,Personal healthcare services,Access to imaging services,Mean,Trinidad and Tobago,TTO,,0.204631463432746
10398,Outputs,Personal healthcare services,Access to imaging services,Mean,Tuvalu,TUV,,
10399,Outputs,Personal healthcare services,Access to imaging services,Mean,Uganda,UGA,,0.209875213011757
10400,Outputs,Personal healthcare services,Access to imaging services,Mean,United Kingdom,GBR,,0.191631611659208
10401,Outputs,Personal healthcare services,Access to imaging services,Mean,United Republic of Tanzania,TZA,,0.211363983670471
10402,Outputs,Personal healthcare services,Access to imaging services,Mean,Samoa,WSM,,
10403,Outputs,Personal healthcare services,Access to imaging services,Mean,Zambia,ZMB,,0.212144177108189
10404,Outputs,Personal healthcare services,Access to imaging services,Mean,Commonwealth,,,0.234797933893999
10408,Outputs,Personal healthcare services,Access to imaging services,Mean,Lower-middle income,,,0.223674219197898
10409,Outputs,Personal healthcare services,Access to imaging services,Mean,Upper-middle income,,,0.286813536133753
10411,Outputs,Personal healthcare services,Access to imaging services,Mean,Carribean and Americas,,,0.342700443885877
10412,Outputs,Personal healthcare services,Access to imaging services,Mean,Pacific,,,0.286132300807472
10413,Outputs,Personal healthcare services,Access to imaging services,Mean,Asia,,,0.229672808155815
10414,Outputs,Personal healthcare services,Access to imaging services,Mean,Africa,,,0.243958386063315
10415,Outputs,Personal healthcare services,Access to imaging services,Mean,Europe,,,0.152018553868252
10416,Outputs,Personal healthcare services,Access to imaging services,Mean,Antigua and Barbuda,ATG,,0.289492457559157
10417,Outputs,Personal healthcare services,Access to imaging services,Mean,Australia,AUS,,0.31426136315996
10418,Outputs,Personal healthcare services,Access to imaging services,Mean,Bahamas,BHS,,0.291946928101682
10419,Outputs,Personal healthcare services,Access to imaging services,Mean,Bangladesh,BGD,,0.222959966467343
10420,Outputs,Personal healthcare services,Access to imaging services,Mean,Barbados,BRB,,0.29089564060836
10421,Outputs,Personal healthcare services,Access to imaging services,Mean,Botswana,BWA,,0.282920759347341
10422,Outputs,Personal healthcare services,Access to imaging services,Mean,Belize,BLZ,,0.267759993986077
10423,Outputs,Personal healthcare services,Access to imaging services,Mean,Solomon Islands,SLB,,0.22299450153239
10424,Outputs,Personal healthcare services,Access to imaging services,Mean,Brunei Darussalam,BRN,,0.319835580600275
10425,Outputs,Personal healthcare services,Access to imaging services,Mean,Cameroon,CMR,,0.218586727523822
10426,Outputs,Personal healthcare services,Access to imaging services,Mean,Canada,CAN,,0.347103479668555
10427,Outputs,Personal healthcare services,Access to imaging services,Mean,Sri Lanka,LKA,,0.22415085327834
10428,Outputs,Personal healthcare services,Access to imaging services,Mean,Cyprus,CYP,,0.31957908395216
10429,Outputs,Personal healthcare services,Access to imaging services,Mean,Dominica,DMA,,0.264603623242767
10430,Outputs,Personal healthcare services,Access to imaging services,Mean,Fiji,FJI,,0.292868626054862
10431,Outputs,Personal healthcare services,Access to imaging services,Mean,Gabon,GAB,,0.286132878663412
10432,Outputs,Personal healthcare services,Access to imaging services,Mean,Gambia,GMB,,0.272497034836952
10433,Outputs,Personal healthcare services,Access to imaging services,Mean,Ghana,GHA,,0.2182839522878
10434,Outputs,Personal healthcare services,Access to imaging services,Mean,Kiribati,KIR,,0.228607338897362
10435,Outputs,Personal healthcare services,Access to imaging services,Mean,Grenada,GRD,,0.269252956765457
10436,Outputs,Personal healthcare services,Access to imaging services,Mean,Guyana,GUY,,0.270741153079295
10437,Outputs,Personal healthcare services,Access to imaging services,Mean,India,IND,,0.223936518602114
10438,Outputs,Personal healthcare services,Access to imaging services,Mean,Jamaica,JAM,,0.268016408190281
10439,Outputs,Personal healthcare services,Access to imaging services,Mean,Kenya,KEN,,0.218437981075723
10440,Outputs,Personal healthcare services,Access to imaging services,Mean,Lesotho,LSO,,0.21975769716085
10441,Outputs,Personal healthcare services,Access to imaging services,Mean,Malawi,MWI,,0.273552093302928
10442,Outputs,Personal healthcare services,Access to imaging services,Mean,Malaysia,MYS,,0.289418048863735
10443,Outputs,Personal healthcare services,Access to imaging services,Mean,Maldives,MDV,,0.295944249145465
10444,Outputs,Personal healthcare services,Access to imaging services,Mean,Malta,MLT,,0.157755538030045
10445,Outputs,Personal healthcare services,Access to imaging services,Mean,Mauritius,MUS,,0.284204873579444
10446,Outputs,Personal healthcare services,Access to imaging services,Mean,Mozambique,MOZ,,0.273179119996141
10447,Outputs,Personal healthcare services,Access to imaging services,Mean,Namibia,NAM,,0.281951325702846
10448,Outputs,Personal healthcare services,Access to imaging services,Mean,Nauru,NRU,,0.275308641975309
10449,Outputs,Personal healthcare services,Access to imaging services,Mean,Vanuatu,VUT,,0.223179709200058
10450,Outputs,Personal healthcare services,Access to imaging services,Mean,New Zealand,NZL,,0.313152728093588
10451,Outputs,Personal healthcare services,Access to imaging services,Mean,Nigeria,NGA,,0.218532789326466
10452,Outputs,Personal healthcare services,Access to imaging services,Mean,Pakistan,PAK,,0.224596538981303
10453,Outputs,Personal healthcare services,Access to imaging services,Mean,Papua New Guinea,PNG,,0.223330789193097
10454,Outputs,Personal healthcare services,Access to imaging services,Mean,Rwanda,RWA,,0.271673462118437
10455,Outputs,Personal healthcare services,Access to imaging services,Mean,Saint Kitts and Nevis,KNA,,0.270453743787077
10456,Outputs,Personal healthcare services,Access to imaging services,Mean,Saint Lucia,LCA,,0.27316065200476
10457,Outputs,Personal healthcare services,Access to imaging services,Mean,Saint Vincent and the Grenadines,VCT,,0.270986918045742
10458,Outputs,Personal healthcare services,Access to imaging services,Mean,Seychelles,SYC,,0.30424115650156
10459,Outputs,Personal healthcare services,Access to imaging services,Mean,Sierra Leone,SLE,,0.271619289809965
10460,Outputs,Personal healthcare services,Access to imaging services,Mean,Singapore,SGP,,0.318860108155045
10461,Outputs,Personal healthcare services,Access to imaging services,Mean,South Africa,ZAF,,0.285413139212139
10462,Outputs,Personal healthcare services,Access to imaging services,Mean,Eswatini,SWZ,,0.218330905716228
10463,Outputs,Personal healthcare services,Access to imaging services,Mean,Togo,TGO,,0.273537393204072
10464,Outputs,Personal healthcare services,Access to imaging services,Mean,Tonga,TON,,0.293834988073912
10465,Outputs,Personal healthcare services,Access to imaging services,Mean,Trinidad and Tobago,TTO,,0.287332236251277
10466,Outputs,Personal healthcare services,Access to imaging services,Mean,Tuvalu,TUV,,0.297032723239046
10467,Outputs,Personal healthcare services,Access to imaging services,Mean,Uganda,UGA,,0.271990799545308
10468,Outputs,Personal healthcare services,Access to imaging services,Mean,United Kingdom,GBR,,0.149617482881522
10469,Outputs,Personal healthcare services,Access to imaging services,Mean,United Republic of Tanzania,TZA,,0.272617507114356
10470,Outputs,Personal healthcare services,Access to imaging services,Mean,Samoa,WSM,,0.291559669352663
10471,Outputs,Personal healthcare services,Access to imaging services,Mean,Zambia,ZMB,,0.218277972757496
10472,Outputs,Personal healthcare services,Access to imaging services,Mean,Commonwealth,,,0.0913683337048996
10476,Outputs,Personal healthcare services,Access to imaging services,Mean,Lower-middle income,,,0.0903573265793335
10477,Outputs,Personal healthcare services,Access to imaging services,Mean,Upper-middle income,,,0.118885777104291
10479,Outputs,Personal healthcare services,Access to imaging services,Mean,Carribean and Americas,,,0.0940453267617945
10480,Outputs,Personal healthcare services,Access to imaging services,Mean,Pacific,,,0.0869262849345382
10481,Outputs,Personal healthcare services,Access to imaging services,Mean,Asia,,,0.109830940428512
10482,Outputs,Personal healthcare services,Access to imaging services,Mean,Africa,,,0.0859673177359717
10483,Outputs,Personal healthcare services,Access to imaging services,Mean,Europe,,,0.0680865505856147
10484,Outputs,Personal healthcare services,Access to imaging services,Mean,Antigua and Barbuda,ATG,,0.100429185509831
10485,Outputs,Personal healthcare services,Access to imaging services,Mean,Australia,AUS,,0.087096217713414
10486,Outputs,Personal healthcare services,Access to imaging services,Mean,Bahamas,BHS,,0.0899988748855325
10487,Outputs,Personal healthcare services,Access to imaging services,Mean,Bangladesh,BGD,,0.0883396978767697
10488,Outputs,Personal healthcare services,Access to imaging services,Mean,Barbados,BRB,,0.0921850715763283
10489,Outputs,Personal healthcare services,Access to imaging services,Mean,Botswana,BWA,,0.0648863090679046
10490,Outputs,Personal healthcare services,Access to imaging services,Mean,Belize,BLZ,,0.0626485411813263
10491,Outputs,Personal healthcare services,Access to imaging services,Mean,Solomon Islands,SLB,,0.0810063465774174
10492,Outputs,Personal healthcare services,Access to imaging services,Mean,Brunei Darussalam,BRN,,0.329079177301059
10493,Outputs,Personal healthcare services,Access to imaging services,Mean,Cameroon,CMR,,0.0964356408886035
10494,Outputs,Personal healthcare services,Access to imaging services,Mean,Canada,CAN,,0.0951334042321936
10495,Outputs,Personal healthcare services,Access to imaging services,Mean,Sri Lanka,LKA,,0.0889394235229794
10496,Outputs,Personal healthcare services,Access to imaging services,Mean,Cyprus,CYP,,0.0972805286270685
10497,Outputs,Personal healthcare services,Access to imaging services,Mean,Dominica,DMA,,0.0607807726309256
10498,Outputs,Personal healthcare services,Access to imaging services,Mean,Fiji,FJI,,0.0575511277585791
10499,Outputs,Personal healthcare services,Access to imaging services,Mean,Gabon,GAB,,0.0611968967005982
10500,Outputs,Personal healthcare services,Access to imaging services,Mean,Gambia,GMB,,0.102419664183095
10501,Outputs,Personal healthcare services,Access to imaging services,Mean,Ghana,GHA,,0.0994198981304673
10502,Outputs,Personal healthcare services,Access to imaging services,Mean,Kiribati,KIR,,0.0848240868337332
10503,Outputs,Personal healthcare services,Access to imaging services,Mean,Grenada,GRD,,0.0670281507235456
10504,Outputs,Personal healthcare services,Access to imaging services,Mean,Guyana,GUY,,0.0537911321525484
10505,Outputs,Personal healthcare services,Access to imaging services,Mean,India,IND,,0.08826294368087
10506,Outputs,Personal healthcare services,Access to imaging services,Mean,Jamaica,JAM,,0.0620635165532717
10507,Outputs,Personal healthcare services,Access to imaging services,Mean,Kenya,KEN,,0.0964419034507232
10508,Outputs,Personal healthcare services,Access to imaging services,Mean,Lesotho,LSO,,0.0937134224423379
10509,Outputs,Personal healthcare services,Access to imaging services,Mean,Malawi,MWI,,0.0989568117494034
10510,Outputs,Personal healthcare services,Access to imaging services,Mean,Malaysia,MYS,,0.257366149902724
10511,Outputs,Personal healthcare services,Access to imaging services,Mean,Maldives,MDV,,0.0518580076361751
10512,Outputs,Personal healthcare services,Access to imaging services,Mean,Malta,MLT,,0.0875343000373239
10513,Outputs,Personal healthcare services,Access to imaging services,Mean,Mauritius,MUS,,0.0599175110481645
10514,Outputs,Personal healthcare services,Access to imaging services,Mean,Mozambique,MOZ,,0.101260242205274
10515,Outputs,Personal healthcare services,Access to imaging services,Mean,Namibia,NAM,,0.0551397464592262
10516,Outputs,Personal healthcare services,Access to imaging services,Mean,Nauru,NRU,,0.0647482014388489
10517,Outputs,Personal healthcare services,Access to imaging services,Mean,Vanuatu,VUT,,0.0965599546566423
10518,Outputs,Personal healthcare services,Access to imaging services,Mean,New Zealand,NZL,,0.087311410910781
10519,Outputs,Personal healthcare services,Access to imaging services,Mean,Nigeria,NGA,,0.0987219865966507
10520,Outputs,Personal healthcare services,Access to imaging services,Mean,Pakistan,PAK,,0.0890203521516821
10521,Outputs,Personal healthcare services,Access to imaging services,Mean,Papua New Guinea,PNG,,0.0919652090841599
10522,Outputs,Personal healthcare services,Access to imaging services,Mean,Rwanda,RWA,,0.0999571046936603
10523,Outputs,Personal healthcare services,Access to imaging services,Mean,Saint Kitts and Nevis,KNA,,0.0866707150447852
10524,Outputs,Personal healthcare services,Access to imaging services,Mean,Saint Lucia,LCA,,0.0583808261454539
10525,Outputs,Personal healthcare services,Access to imaging services,Mean,Saint Vincent and the Grenadines,VCT,,0.0665282839304907
10526,Outputs,Personal healthcare services,Access to imaging services,Mean,Seychelles,SYC,,0.0819495116315926
10527,Outputs,Personal healthcare services,Access to imaging services,Mean,Sierra Leone,SLE,,0.101978363306702
10528,Outputs,Personal healthcare services,Access to imaging services,Mean,Singapore,SGP,,0.330285007796985
10529,Outputs,Personal healthcare services,Access to imaging services,Mean,South Africa,ZAF,,0.0579084790612185
10530,Outputs,Personal healthcare services,Access to imaging services,Mean,Eswatini,SWZ,,0.087972585584433
10531,Outputs,Personal healthcare services,Access to imaging services,Mean,Togo,TGO,,0.101383879655558
10532,Outputs,Personal healthcare services,Access to imaging services,Mean,Tonga,TON,,0.0576746271642242
10533,Outputs,Personal healthcare services,Access to imaging services,Mean,Trinidad and Tobago,TTO,,0.0910006848014231
10534,Outputs,Personal healthcare services,Access to imaging services,Mean,Tuvalu,TUV,,0.0695849136114623
10535,Outputs,Personal healthcare services,Access to imaging services,Mean,Uganda,UGA,,0.0997273528378622
10536,Outputs,Personal healthcare services,Access to imaging services,Mean,United Kingdom,GBR,,0.0674713576722695
10537,Outputs,Personal healthcare services,Access to imaging services,Mean,United Republic of Tanzania,TZA,,0.100185748273489
10538,Outputs,Personal healthcare services,Access to imaging services,Mean,Samoa,WSM,,0.0536040999516574
10539,Outputs,Personal healthcare services,Access to imaging services,Mean,Zambia,ZMB,,0.0961964769065676
10540,Outputs,Personal healthcare services,Access to imaging services,Mean,Commonwealth,,,0.102019915254556
10544,Outputs,Personal healthcare services,Access to imaging services,Mean,Lower-middle income,,,0.106617018672921
10545,Outputs,Personal healthcare services,Access to imaging services,Mean,Upper-middle income,,,0.025982914272369
10547,Outputs,Personal healthcare services,Access to imaging services,Mean,Carribean and Americas,,,0.139959627355316
10548,Outputs,Personal healthcare services,Access to imaging services,Mean,Pacific,,,0.0701126617862225
10549,Outputs,Personal healthcare services,Access to imaging services,Mean,Asia,,,0.105805305203315
10550,Outputs,Personal healthcare services,Access to imaging services,Mean,Africa,,,0.0255393672192119
10551,Outputs,Personal healthcare services,Access to imaging services,Mean,Europe,,,0.108755580654901
10552,Outputs,Personal healthcare services,Access to imaging services,Mean,Antigua and Barbuda,ATG,,0.204591553259208
10553,Outputs,Personal healthcare services,Access to imaging services,Mean,Australia,AUS,,0.0720046862744287
10554,Outputs,Personal healthcare services,Access to imaging services,Mean,Bahamas,BHS,,0.205491219080636
10555,Outputs,Personal healthcare services,Access to imaging services,Mean,Bangladesh,BGD,,0.113286778879672
10556,Outputs,Personal healthcare services,Access to imaging services,Mean,Barbados,BRB,,0.201153055338115
10557,Outputs,Personal healthcare services,Access to imaging services,Mean,Botswana,BWA,,0.0251765021847155
10558,Outputs,Personal healthcare services,Access to imaging services,Mean,Belize,BLZ,,0.0857955811227237
10559,Outputs,Personal healthcare services,Access to imaging services,Mean,Solomon Islands,SLB,,0.0417653775729899
10560,Outputs,Personal healthcare services,Access to imaging services,Mean,Brunei Darussalam,BRN,,0.0653841724617241
10561,Outputs,Personal healthcare services,Access to imaging services,Mean,Cameroon,CMR,,0.0353978939952585
10562,Outputs,Personal healthcare services,Access to imaging services,Mean,Canada,CAN,,0.140078991180347
10563,Outputs,Personal healthcare services,Access to imaging services,Mean,Sri Lanka,LKA,,0.106738389806597
10564,Outputs,Personal healthcare services,Access to imaging services,Mean,Cyprus,CYP,,0.0857278255319536
10565,Outputs,Personal healthcare services,Access to imaging services,Mean,Dominica,DMA,,0.0971448430611731
10566,Outputs,Personal healthcare services,Access to imaging services,Mean,Fiji,FJI,,0.031529868066987
10567,Outputs,Personal healthcare services,Access to imaging services,Mean,Gabon,GAB,,0.0304762101104895
10568,Outputs,Personal healthcare services,Access to imaging services,Mean,Gambia,GMB,,0.0149097387354911
10569,Outputs,Personal healthcare services,Access to imaging services,Mean,Ghana,GHA,,0.0192015640451176
10570,Outputs,Personal healthcare services,Access to imaging services,Mean,Kiribati,KIR,,0.0299962741633239
10571,Outputs,Personal healthcare services,Access to imaging services,Mean,Grenada,GRD,,0.0953018320067465
10572,Outputs,Personal healthcare services,Access to imaging services,Mean,Guyana,GUY,,0.0604454303088506
10573,Outputs,Personal healthcare services,Access to imaging services,Mean,India,IND,,0.112257088133
10574,Outputs,Personal healthcare services,Access to imaging services,Mean,Jamaica,JAM,,0.0948729289984852
10575,Outputs,Personal healthcare services,Access to imaging services,Mean,Kenya,KEN,,0.0407838529969034
10576,Outputs,Personal healthcare services,Access to imaging services,Mean,Lesotho,LSO,,0.0295409462271997
10577,Outputs,Personal healthcare services,Access to imaging services,Mean,Malawi,MWI,,0.0265241454050613
10578,Outputs,Personal healthcare services,Access to imaging services,Mean,Malaysia,MYS,,0.0192392694457012
10579,Outputs,Personal healthcare services,Access to imaging services,Mean,Maldives,MDV,,0.113598529828608
10580,Outputs,Personal healthcare services,Access to imaging services,Mean,Malta,MLT,,0.0740140551858357
10581,Outputs,Personal healthcare services,Access to imaging services,Mean,Mauritius,MUS,,0.0341435687574203
10582,Outputs,Personal healthcare services,Access to imaging services,Mean,Mozambique,MOZ,,0.0266556333182138
10583,Outputs,Personal healthcare services,Access to imaging services,Mean,Namibia,NAM,,0.0264562590666743
10584,Outputs,Personal healthcare services,Access to imaging services,Mean,Nauru,NRU,,0.0310846560846561
10585,Outputs,Personal healthcare services,Access to imaging services,Mean,Vanuatu,VUT,,0.0394236195364744
10586,Outputs,Personal healthcare services,Access to imaging services,Mean,New Zealand,NZL,,0.0760350329784596
10587,Outputs,Personal healthcare services,Access to imaging services,Mean,Nigeria,NGA,,0.0190803366074576
10588,Outputs,Personal healthcare services,Access to imaging services,Mean,Pakistan,PAK,,0.106359969292433
10589,Outputs,Personal healthcare services,Access to imaging services,Mean,Papua New Guinea,PNG,,0.0401421067737524
10590,Outputs,Personal healthcare services,Access to imaging services,Mean,Rwanda,RWA,,0.026669869452612
10591,Outputs,Personal healthcare services,Access to imaging services,Mean,Saint Kitts and Nevis,KNA,,0.210333371530431
10592,Outputs,Personal healthcare services,Access to imaging services,Mean,Saint Lucia,LCA,,0.0947533021964717
10593,Outputs,Personal healthcare services,Access to imaging services,Mean,Saint Vincent and the Grenadines,VCT,,0.0945891937482675
10594,Outputs,Personal healthcare services,Access to imaging services,Mean,Seychelles,SYC,,0.0863306411254499
10595,Outputs,Personal healthcare services,Access to imaging services,Mean,Sierra Leone,SLE,,0.0157179419800445
10596,Outputs,Personal healthcare services,Access to imaging services,Mean,Singapore,SGP,,0.0584718723895546
10597,Outputs,Personal healthcare services,Access to imaging services,Mean,South Africa,ZAF,,0.0248778103495767
10598,Outputs,Personal healthcare services,Access to imaging services,Mean,Eswatini,SWZ,,0.0297613942627386
10599,Outputs,Personal healthcare services,Access to imaging services,Mean,Togo,TGO,,0.0156139414031231
10600,Outputs,Personal healthcare services,Access to imaging services,Mean,Tonga,TON,,0.0316549232234632
10601,Outputs,Personal healthcare services,Access to imaging services,Mean,Trinidad and Tobago,TTO,,0.20416116884708
10602,Outputs,Personal healthcare services,Access to imaging services,Mean,Tuvalu,TUV,,0.0356686735997081
10603,Outputs,Personal healthcare services,Access to imaging services,Mean,Uganda,UGA,,0.0262781817767351
10604,Outputs,Personal healthcare services,Access to imaging services,Mean,United Kingdom,GBR,,0.109202576679756
10605,Outputs,Personal healthcare services,Access to imaging services,Mean,United Republic of Tanzania,TZA,,0.0265391022794005
10606,Outputs,Personal healthcare services,Access to imaging services,Mean,Samoa,WSM,,0.0310373825092463
10607,Outputs,Personal healthcare services,Access to imaging services,Mean,Zambia,ZMB,,0.0405684488952793
10608,Outputs,Personal healthcare services,Access to imaging services,Mean,Commonwealth,,,0.183519066893859
10612,Outputs,Personal healthcare services,Access to imaging services,Mean,Lower-middle income,,,0.0873589827160949
10613,Outputs,Personal healthcare services,Access to imaging services,Mean,Upper-middle income,,,0.140512135464723
10615,Outputs,Personal healthcare services,Access to imaging services,Mean,Carribean and Americas,,,0.472902113886521
10616,Outputs,Personal healthcare services,Access to imaging services,Mean,Pacific,,,0.390545231444041
10617,Outputs,Personal healthcare services,Access to imaging services,Mean,Asia,,,0.0936162268324636
10618,Outputs,Personal healthcare services,Access to imaging services,Mean,Africa,,,0.101715380956993
10619,Outputs,Personal healthcare services,Access to imaging services,Mean,Europe,,,0.422134803449701
10620,Outputs,Personal healthcare services,Access to imaging services,Mean,Antigua and Barbuda,ATG,,0.436726471150171
10621,Outputs,Personal healthcare services,Access to imaging services,Mean,Australia,AUS,,0.423552378474511
10622,Outputs,Personal healthcare services,Access to imaging services,Mean,Bahamas,BHS,,0.39289676291376
10623,Outputs,Personal healthcare services,Access to imaging services,Mean,Bangladesh,BGD,,0.0793529130605738
10624,Outputs,Personal healthcare services,Access to imaging services,Mean,Barbados,BRB,,0.438290276278593
10625,Outputs,Personal healthcare services,Access to imaging services,Mean,Botswana,BWA,,0.0947834275973245
10626,Outputs,Personal healthcare services,Access to imaging services,Mean,Belize,BLZ,,0.163667670274617
10627,Outputs,Personal healthcare services,Access to imaging services,Mean,Solomon Islands,SLB,,0.0704162959436281
10628,Outputs,Personal healthcare services,Access to imaging services,Mean,Brunei Darussalam,BRN,,0.389477441858537
10629,Outputs,Personal healthcare services,Access to imaging services,Mean,Cameroon,CMR,,0.0808094369801152
10630,Outputs,Personal healthcare services,Access to imaging services,Mean,Canada,CAN,,0.487740218093602
10631,Outputs,Personal healthcare services,Access to imaging services,Mean,Sri Lanka,LKA,,0.105295214103609
10632,Outputs,Personal healthcare services,Access to imaging services,Mean,Cyprus,CYP,,0.448558803043538
10633,Outputs,Personal healthcare services,Access to imaging services,Mean,Dominica,DMA,,0.257871092521328
10634,Outputs,Personal healthcare services,Access to imaging services,Mean,Fiji,FJI,,0.210898273746102
10635,Outputs,Personal healthcare services,Access to imaging services,Mean,Gabon,GAB,,0.208997075642271
10636,Outputs,Personal healthcare services,Access to imaging services,Mean,Gambia,GMB,,0.107102682776969
10637,Outputs,Personal healthcare services,Access to imaging services,Mean,Ghana,GHA,,0.111447345785738
10638,Outputs,Personal healthcare services,Access to imaging services,Mean,Kiribati,KIR,,0.0695845406554575
10639,Outputs,Personal healthcare services,Access to imaging services,Mean,Grenada,GRD,,0.258643935274172
10640,Outputs,Personal healthcare services,Access to imaging services,Mean,Guyana,GUY,,0.210452824333802
10641,Outputs,Personal healthcare services,Access to imaging services,Mean,India,IND,,0.0860362897878014
10642,Outputs,Personal healthcare services,Access to imaging services,Mean,Jamaica,JAM,,0.249122524634687
10643,Outputs,Personal healthcare services,Access to imaging services,Mean,Kenya,KEN,,0.100084803554028
10644,Outputs,Personal healthcare services,Access to imaging services,Mean,Lesotho,LSO,,0.0312625099505292
10645,Outputs,Personal healthcare services,Access to imaging services,Mean,Malawi,MWI,,0.116015869195178
10646,Outputs,Personal healthcare services,Access to imaging services,Mean,Malaysia,MYS,,0.202457384462662
10647,Outputs,Personal healthcare services,Access to imaging services,Mean,Maldives,MDV,,0.203214123477256
10648,Outputs,Personal healthcare services,Access to imaging services,Mean,Malta,MLT,,0.422683178161633
10649,Outputs,Personal healthcare services,Access to imaging services,Mean,Mauritius,MUS,,0.225782284016951
10650,Outputs,Personal healthcare services,Access to imaging services,Mean,Mozambique,MOZ,,0.115554700931745
10651,Outputs,Personal healthcare services,Access to imaging services,Mean,Namibia,NAM,,0.0939502826148627
10652,Outputs,Personal healthcare services,Access to imaging services,Mean,Nauru,NRU,,0.20414032493797
10653,Outputs,Personal healthcare services,Access to imaging services,Mean,Vanuatu,VUT,,0.0695864294625161
10654,Outputs,Personal healthcare services,Access to imaging services,Mean,New Zealand,NZL,,0.420323992138881
10655,Outputs,Personal healthcare services,Access to imaging services,Mean,Nigeria,NGA,,0.0996044274994736
10656,Outputs,Personal healthcare services,Access to imaging services,Mean,Pakistan,PAK,,0.0747144165154994
10657,Outputs,Personal healthcare services,Access to imaging services,Mean,Papua New Guinea,PNG,,0.0712152107920308
10658,Outputs,Personal healthcare services,Access to imaging services,Mean,Rwanda,RWA,,0.115039374603715
10659,Outputs,Personal healthcare services,Access to imaging services,Mean,Saint Kitts and Nevis,KNA,,0.4331069547973
10660,Outputs,Personal healthcare services,Access to imaging services,Mean,Saint Lucia,LCA,,0.260678317963014
10661,Outputs,Personal healthcare services,Access to imaging services,Mean,Saint Vincent and the Grenadines,VCT,,0.259140294880277
10662,Outputs,Personal healthcare services,Access to imaging services,Mean,Seychelles,SYC,,0.424671745930217
10663,Outputs,Personal healthcare services,Access to imaging services,Mean,Sierra Leone,SLE,,0.107005023733469
